"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","New Fantasy Sports App on iTunes and Google Play! #Football #Basketball https://t.co/BUxpGn3eyW https://t.co/OzJx3EZSjN",FALSE,0,NA,2017-04-08 03:48:15,FALSE,NA,"850555866751279105",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LivArtists",0,FALSE,FALSE,NA,NA
"12","Oklahoma City Thunder star Russell Westbrook clinches triple-double average https://t.co/wyiZIF33Ql #basketball #sports #NBA",FALSE,0,NA,2017-04-08 03:46:19,FALSE,NA,"850555380711161856",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","SLAMDUNKlife",0,FALSE,FALSE,NA,NA
"13","Just amazing Ì†ºÌæ•Ì†ΩÌ±Ä #clutch 

#NBA #like4like #memes #ballislife #nbamemes #basketball #baloncesto‚Ä¶ https://t.co/dljwa2O2IY",FALSE,0,NA,2017-04-08 03:45:53,FALSE,NA,"850555267720900608",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mrbasket79",0,FALSE,FALSE,NA,NA
"14","RT @Karenfocht: Grizzlies Mike Conley played with his injured eye in Fridays game against the Knicks. #memphis #grizzlies #basketball https‚Ä¶",FALSE,0,NA,2017-04-08 03:45:33,FALSE,NA,"850555187106328577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grizzfanatic23",2,TRUE,FALSE,NA,NA
"15","#Basketball #Buzz 2003/04 #DwyaneWade Lot Of 4 Rookie Cards https://t.co/lJEtk5XW4d #Auction #Cheap https://t.co/O24b1Crbot",FALSE,0,NA,2017-04-08 03:45:19,FALSE,NA,"850555128855711744",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Dwyane_Wade_Fan",0,FALSE,FALSE,NA,NA
"16","#NBA VINTAGE Red #Chicago #Bulls Starter Jacket Boys Small https://t.co/BGuo7FPTfj #Basketball https://t.co/vZeo5veypC",FALSE,0,NA,2017-04-08 03:45:16,FALSE,NA,"850555116109168640",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"17","#Sports #Goods FIND A RARE #KevinDurant ROOKIE two 2007-08 #Topps CHROME #Basketball HOBBY Packs‚Ä¶ https://t.co/bpVi8sWD01",FALSE,0,NA,2017-04-08 03:45:12,TRUE,NA,"850555096546988032",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","KevinDurantFan5",0,FALSE,FALSE,NA,NA
"18","#Basketball #Buzz 2016-17 #LeBron James Donruss ""All-Stars"" + 4 other stars https://t.co/TIMjKeqvWk #onsale #Discount",FALSE,0,NA,2017-04-08 03:45:11,FALSE,NA,"850555093204123649",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","LeBron_Watch",0,FALSE,FALSE,NA,NA
"19","#NBA #Cards 2008-09 UD BLACK #Rookie SIGNED #Jersey PIECES #SJRDR DERRICK ROSE BOOKS $200 https://t.co/izZTDuLhEf‚Ä¶ https://t.co/Fw5GZNyNoq",FALSE,0,NA,2017-04-08 03:45:08,TRUE,NA,"850555082533879811",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DerrickRoseFanv",0,FALSE,FALSE,NA,NA
"20","#Cards #Card 2003-04 #Topps Basketball Lebron James Cleveland #Cavaliers RC #221 BGS 9 HOT MVP‚Ä¶ https://t.co/55ke3ZA9R7",FALSE,0,NA,2017-04-08 03:45:08,TRUE,NA,"850555081451634688",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","iCavaliers",0,FALSE,FALSE,NA,NA
"21","#NBA #Basketball Miami #Heat #Adidas Long Sleeve Performance Shooting Shirt Stitched Large L https://t.co/iYlC3dP4aN #Goods #Forsale",FALSE,0,NA,2017-04-08 03:45:07,FALSE,NA,"850555074761838593",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MiamiHeatFans5",0,FALSE,FALSE,NA,NA
"22","The Jazz may have won the game, but you won my heart Ì†ΩÌ≤ô @rickyrubio9 #basketball #Timberwolves #goodgame",FALSE,0,NA,2017-04-08 03:43:29,FALSE,NA,"850554665280323584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HannieMonster94",0,FALSE,FALSE,NA,NA
"23","RT @AdelliaOrozco: #Basketball #Shoe Brand New #Nike #Lebron XIII 13 Mens Basketball #Shoes Red Size 12.5 BNIB https://t.co/L0vObVZ06s #NBA‚Ä¶",FALSE,0,NA,2017-04-08 03:43:20,FALSE,NA,"850554627414253568",NA,"<a href=""http://www.swagafied.com"" rel=""nofollow"">Swagafied</a>","swagafiedkicks",1,TRUE,FALSE,NA,NA
"24","RT @AdelliaOrozco: #New #Shoes Brand New #Nike #Lebron XIII 13 Mens #Basketball #Shoe Red Size 12.5 BNIB https://t.co/HF6vgMAfmj #NBA #Star‚Ä¶",FALSE,0,NA,2017-04-08 03:43:16,FALSE,NA,"850554612818092032",NA,"<a href=""http://www.swagafied.com"" rel=""nofollow"">Swagafied</a>","swagafiedkicks",1,TRUE,FALSE,NA,NA
"25","#essen #basketball xxxgifs march #gangbangs #twinks living https://t.co/xgz94XpAik",FALSE,0,NA,2017-04-08 03:42:56,FALSE,NA,"850554527086518272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amtsankvr",0,FALSE,FALSE,NA,NA
"26","Great for a Friday Ì†ΩÌ≤™Ì†ºÌøª
#fitbit #teamfit #gymrat #cardio #speedladder #basketball #jumprope‚Ä¶ https://t.co/lgBX1L6T4m",FALSE,0,NA,2017-04-08 03:42:42,FALSE,NA,"850554466864640001",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mzkatie30",0,FALSE,FALSE,NA,NA
"27","#NBA #Clippers Los Angeles Clippers LA Autographed T Shirt Mens Tee Playoffs 2015 Crawford https://t.co/OVOp51gpTn #BasketBall #Bargain",FALSE,0,NA,2017-04-08 03:42:14,FALSE,NA,"850554351458295808",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","LA_Clippers1v",0,FALSE,FALSE,NA,NA
"28","#NBA #Denver #Nuggets CARMELO ANTHONY #Nike STICHED #Jersey Medium + 2 BASKETBALL Sewn https://t.co/Dl2iTzeR8Y‚Ä¶ https://t.co/SNkXt3cbVR",FALSE,0,NA,2017-04-08 03:42:14,TRUE,NA,"850554349734449153",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",1,FALSE,FALSE,NA,NA
"29","#NBA 2013-14 Spectra DIRK NOWITZKI BLUE REFRACTOR #Jersey PATCH /25 DALLAS #Mavericks!* https://t.co/4fCzgJcabX‚Ä¶ https://t.co/yLeqd73PQB",FALSE,0,NA,2017-04-08 03:42:12,TRUE,NA,"850554342335594496",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AlicaWhitelaw",0,FALSE,FALSE,NA,NA
"30","#NBA VINTAGE #Adidas SAN ANTONIO #Spurs GEORGE ""THE ICEMAN"" GERVIN #Jersey MEDIUM RETRO https://t.co/rBzLy4AsND‚Ä¶ https://t.co/qWgg5CzkqE",FALSE,0,NA,2017-04-08 03:42:08,TRUE,NA,"850554324769882112",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Veronica_Youngs",0,FALSE,FALSE,NA,NA
"31","We're back. Check out our opening games at the EAC gym on Saturday, April 8. #MBL #basketball https://t.co/ystqblho53",FALSE,0,NA,2017-04-08 03:41:22,FALSE,NA,"850554131664084992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2000_MBL",0,FALSE,FALSE,NA,NA
"32","#DeMarDeRozan‚Äôs 38 Sneaks the #Raptors Past the #Heat | Apr 7/17 https://t.co/iZKoX6mKVS #RepostQueen #NBA‚Ä¶ https://t.co/FuALfvcKlL",FALSE,2,NA,2017-04-08 03:40:55,TRUE,NA,"850554018141274113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RepostQueen",1,FALSE,FALSE,NA,NA
"33","#AllStars #JohnWall Panini Prestige Acetate Insert! Washington Wizards! Free Ship https://t.co/hEXCDf8bGi‚Ä¶ https://t.co/0rx6wpC9AT",FALSE,0,NA,2017-04-08 03:40:34,TRUE,NA,"850553930287169536",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AdelliaOrozco",0,FALSE,FALSE,NA,NA
"34","#AllStars 2013/14 National Treasures Andre Drummond Night Moves Patch Auto #/25 https://t.co/bNWnAOknjD #Basketball https://t.co/FvHNYm061k",FALSE,0,NA,2017-04-08 03:40:31,FALSE,NA,"850553917712646144",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AdelliaOrozco",0,FALSE,FALSE,NA,NA
"35","TIX #NBA: NBA Boston Celtics 2008 World Champions Opening Night Banner Raising #Tickets #17 https://t.co/WDE8j2K6Jt‚Ä¶ https://t.co/9inUWn7Rn5",FALSE,0,NA,2017-04-08 03:40:30,TRUE,NA,"850553912943796224",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","iCavaliers",0,FALSE,FALSE,NA,NA
"36","#New #Shoes Brand New #Nike #Lebron XIII 13 Mens #Basketball #Shoe Red Size 12.5 BNIB https://t.co/HF6vgMAfmj #NBA‚Ä¶ https://t.co/mYZ2U2nu8b",FALSE,0,NA,2017-04-08 03:40:28,TRUE,NA,"850553908455907329",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AdelliaOrozco",1,FALSE,FALSE,NA,NA
"37","#NBA Womens #Portland Trailblazers Baseballl Hat Cap Reebok Medium Purple Black Pride https://t.co/1FErzmeRGV‚Ä¶ https://t.co/Fv6YOcU7tX",FALSE,0,NA,2017-04-08 03:40:28,TRUE,NA,"850553907134685184",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"38","TIX #Basketball: 2016 NBA Finals Golden State Warriors vs Cavs Courtside Club Game 2 #Ticket Stub‚Ä¶ https://t.co/MEHQSVbX1X",FALSE,0,NA,2017-04-08 03:40:27,TRUE,NA,"850553903586332673",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","iCavaliers",0,FALSE,FALSE,NA,NA
"39","#NBA RARE AUTHENTIC KELLY TRIPUCKA #Charlotte #Hornets MACGREGOR SAND KNIT#Jersey46 SEWN https://t.co/7qcfqebBUw‚Ä¶ https://t.co/TcFVAsXFqq",FALSE,0,NA,2017-04-08 03:40:25,TRUE,NA,"850553895134699520",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"40","#Basketball #Shoe Brand New #Nike #Lebron XIII 13 Mens Basketball #Shoes Red Size 12.5 BNIB https://t.co/L0vObVZ06s‚Ä¶ https://t.co/RIOMW6AG2y",FALSE,0,NA,2017-04-08 03:40:25,TRUE,NA,"850553894933364736",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AdelliaOrozco",1,FALSE,FALSE,NA,NA
"41","#Best #Shoes NEW Adidas Crazy 97 #Kobe Bryant Viaggio #Basketball Shoes Limited MENS Size 12‚Ä¶ https://t.co/PKsPYWTItR",FALSE,0,NA,2017-04-08 03:40:24,TRUE,NA,"850553888138682368",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AdelliaOrozco",0,FALSE,FALSE,NA,NA
"42","#NBA RARE VTG CHAMPION #Minnesota #Timberwolves STEPHON MARBURY #Jersey SIZE 40 MEDIUM https://t.co/5Dn1b3qes1‚Ä¶ https://t.co/L77w4aGQEt",FALSE,0,NA,2017-04-08 03:40:23,TRUE,NA,"850553885240434688",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"43","#Basketball #Buzz Cleveland #Cavaliers #NBA Championship Adidas Ohio T Shirt Size L Lebron Kyrie‚Ä¶ https://t.co/slloYqCFV2",FALSE,0,NA,2017-04-08 03:40:22,TRUE,NA,"850553882124075008",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","iCavaliers",0,FALSE,FALSE,NA,NA
"44","#NBA #Adidas NBA #Brooklyn #Nets IMPACT BLACK/GRAY FLAT BRIM SNAPBACK HAT CAP NEW https://t.co/wwlCjAtqbN‚Ä¶ https://t.co/z2Eu9oRN3t",FALSE,0,NA,2017-04-08 03:40:21,TRUE,NA,"850553877745197056",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"45","#Basketball #Buzz Dwight Howard Red Prizm Jersey #12/350 Houston #Rockets 2015-16 Prizm Basketball https://t.co/1wtkgeoFrN #Forsale #onsale",FALSE,0,NA,2017-04-08 03:40:20,FALSE,NA,"850553872351338496",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","D_Howard_Watch",0,FALSE,FALSE,NA,NA
"46","#NBA #Basketball $220 Lebron James Rookie GEM MINT 10 Rare LOT Pristine Michael Jordan GOLD SP 23‚Ä¶ https://t.co/COqHifU2JI",FALSE,0,NA,2017-04-08 03:40:19,TRUE,NA,"850553866890256385",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MichaelJordan1v",0,FALSE,FALSE,NA,NA
"47","#NBA TIX: DALLAS #Mavericks 1st REGULAR SEASON GAME #Ticket @ AMERICAN AIRLINE https://t.co/HjrEiJgdYt #Tickets‚Ä¶ https://t.co/UiCrlZ8eVw",FALSE,0,NA,2017-04-08 03:40:17,TRUE,NA,"850553861525786624",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AlicaWhitelaw",0,FALSE,FALSE,NA,NA
"48","#Kyrie‚Äôs Whip Assist to #LeBron for #Big #Dunk | April 7, 2017 https://t.co/T9CSayyh8H #RepostQueen #NBA‚Ä¶ https://t.co/aq4Xcm39de",FALSE,1,NA,2017-04-08 03:40:17,TRUE,NA,"850553860460564482",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RepostQueen",1,FALSE,FALSE,NA,NA
"49","#Basketball 2014-15 Court Kings Dwight Howard #Jersey Auto #'d 25! https://t.co/dBnLa906Yy #NBA #Cards https://t.co/srnMyJg4RO",FALSE,0,NA,2017-04-08 03:40:16,FALSE,NA,"850553857734201344",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","D_Howard_Watch",0,FALSE,FALSE,NA,NA
"50","#NBA #Basketball: Vtg Mens NBA DETROIT #Pistons #36 WALLACE Adidas SEWN ON Basketball #Jersey XL‚Ä¶ https://t.co/rx14RNZthJ",FALSE,0,NA,2017-04-08 03:40:16,TRUE,NA,"850553854777110528",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DetroitPistonsv",0,FALSE,FALSE,NA,NA
"51","#Sports #Mall: NBA Dallas #Mavericks Wordmark Short Sleeve #TShirt *XL* https://t.co/Rp16KDIbqM #BasketBall #NBA https://t.co/QUbZTjokWw",FALSE,0,NA,2017-04-08 03:40:14,FALSE,NA,"850553849878159360",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AlicaWhitelaw",0,FALSE,FALSE,NA,NA
"52","#Cards #Card: 2015-16 COURT KINGS PORTRAITS SAPPHIRE #1 DERRICK ROSE /25 https://t.co/cMdFEDVIMy #NBA #BasketBall https://t.co/DPLBC8pn8p",FALSE,0,NA,2017-04-08 03:40:13,FALSE,NA,"850553845117734912",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DerrickRoseFanv",0,FALSE,FALSE,NA,NA
"53","#NBA LIMITED EDITION OKC #Thunder #RussellWestbrook CHRISTMAS DAY #Jersey SIZE MEDIUM M https://t.co/JxNBJD4Rd5‚Ä¶ https://t.co/Tc5BYn0Ik8",FALSE,0,NA,2017-04-08 03:40:12,TRUE,NA,"850553839518334976",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Thunder_Fans1",0,FALSE,FALSE,NA,NA
"54","#Basketball #Magic Vtg Mens Reebok Anderson #OrlandoMagic NBA Basketball Blue Black #Jersey Sz 2XL https://t.co/ck8nZpk409 #Auction #Cheap",FALSE,0,NA,2017-04-08 03:40:12,FALSE,NA,"850553838054416385",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","OrlandoMagic2v",0,FALSE,FALSE,NA,NA
"55","#Sporting #Goods: EUC Mens Alleson Detroit #Pistons NBA Reversible Practice Basketball #Jersey Sz S‚Ä¶ https://t.co/VXrDr0v2I2",FALSE,0,NA,2017-04-08 03:40:09,TRUE,NA,"850553827568762880",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DetroitPistonsv",0,FALSE,FALSE,NA,NA
"56","Mymarketplace New Blog Post: 50 Inch Vertical - Secrets... https://t.co/PtAhUYmRg6 #50inchvertical #basketball #jumphigher #VerticalJump",FALSE,0,NA,2017-04-08 03:38:29,FALSE,NA,"850553409006694404",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","MAXCICCIO",0,FALSE,FALSE,NA,NA
"57","FEU to open title defense vs Victoria. Read People's Tonight, April 7 https://t.co/xyQ8cmUGj9 #MBL #basketball",FALSE,1,NA,2017-04-08 03:37:57,FALSE,NA,"850553271819186176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edandaya746",0,FALSE,FALSE,NA,NA
"58","Hayward:

39 PTS Ì†ΩÌ¥•

#TakeNote https://t.co/5FNydZzFFL #NBA #Basketball",FALSE,0,NA,2017-04-08 03:36:16,FALSE,NA,"850552848542822400",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SportsTreasury",0,FALSE,FALSE,NA,NA
"59","New Fantasy Sports App on iTunes and Google Play! #Football #Basketball https://t.co/hqqQfjG11C https://t.co/snaXAMUlXl",FALSE,1,NA,2017-04-08 03:34:32,FALSE,NA,"850552415111852033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","boychrisflo",0,FALSE,FALSE,NA,NA
"60","RT @menscave7: Check out awesome athletic shorts Sale, follow this seller! https://t.co/9Yb72DyCiA #NCAA #NBA #Basketball #collegebasketbal‚Ä¶",FALSE,0,NA,2017-04-08 03:33:35,FALSE,NA,"850552175478624256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","menscave7",10,TRUE,FALSE,NA,NA
"61","Teen With Cerebral Palsy Has Dream To Play Basketball Come True ‚Ü∫RT‚ù§Ô∏èÔ∏è https://t.co/Tf7SbBYd9S #inspire #basketball #com",FALSE,0,NA,2017-04-08 03:32:53,FALSE,NA,"850551996507725828",NA,"<a href=""http://www.knowyourvideo.com/"" rel=""nofollow"">KnowYourVideo</a>","KnowYourVideo",0,FALSE,FALSE,NA,NA
"62","Hello ankle my old friend 
I've come to roll on you again Ì†æÌ¥ïÌ†æÌ¥ïÌ†æÌ¥ï
#basketball #ankles #ballislife‚Ä¶ https://t.co/DPBEa9w6dv",FALSE,1,NA,2017-04-08 03:32:22,FALSE,NA,"850551866517671937",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mexiCAN1984",0,FALSE,FALSE,NA,NA
"63","Grizzlies Clinch 7th Seed in West, Will Face Spurs in 1st Round‚Ä¶ https://t.co/yUS8FyWPVc #Basketball #NBA‚Ä¶ https://t.co/LW1dPjXGsi",FALSE,0,NA,2017-04-08 03:32:06,TRUE,NA,"850551799480066049",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DLCpapaupa",0,FALSE,FALSE,NA,NA
"64","#sex #meganloxx fun #chaturbate crawley #basketball whore https://t.co/0S2K4GKNOZ",FALSE,0,NA,2017-04-08 03:31:30,FALSE,NA,"850551650989244417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abbyastaz5",0,FALSE,FALSE,NA,NA
"65","Ì†ºÌøÄÌ†ΩÌ≤ö#Athletic #Adidas Crazy 1 #Basketball #Sneakers Kobe Bryant Silver Black #Mens Size 10 FMWOB! #Top #Shoes‚Ä¶‚Ä¶ https://t.co/hdzL0DFUp9",FALSE,0,NA,2017-04-08 03:31:09,TRUE,NA,"850551562585821184",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","OrlandoMagic2v",0,FALSE,FALSE,NA,NA
"66","#NBA #Chicago #Bulls NBA Pennant https://t.co/cNTFM86UZ8 #Basketball https://t.co/W0f9F04XC3",FALSE,0,NA,2017-04-08 03:29:22,FALSE,NA,"850551113640099840",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"67","#Basketball #Buzz 2003 FLEER TRADITION #300 LEBRON JAMES/CARMELO ANTHONY/#DwyaneWade- GRADED 10‚Ä¶ https://t.co/vYSy1gqBz9",FALSE,0,NA,2017-04-08 03:29:21,TRUE,NA,"850551109596860416",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Dwyane_Wade_Fan",0,FALSE,FALSE,NA,NA
"68","#NBA New #Sacramento #Kings Isaiah Thomas #Jersey XXL comes w/ 8x10 I.T Gloss photo https://t.co/tYAY7dlq23‚Ä¶ https://t.co/zV5D9iM6Gu",FALSE,0,NA,2017-04-08 03:29:20,TRUE,NA,"850551103150112768",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"69","#NBA #Philadelphia #76ers Sixers Thaddeus Young #21 NBA Basketball #Jersey #Adidas Y/M https://t.co/dayiyeukWE‚Ä¶ https://t.co/3z8tY81PAl",FALSE,0,NA,2017-04-08 03:29:17,TRUE,NA,"850551093578743808",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"70","#NBA NBA Team Apparel Toddler 18 mo #Dallas #Mavericks Dirk Nowitzki #41 #Jersey NEW!! https://t.co/uJrsMngxZk‚Ä¶ https://t.co/9RQrADyCSV",FALSE,0,NA,2017-04-08 03:29:14,TRUE,NA,"850551079892795392",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GustmanShannon",0,FALSE,FALSE,NA,NA
"71","#Cards #Card Campy Russell Cleveland Cavs Michigan 2013-14 Totally Certified NBA Silver AUTO‚Ä¶ https://t.co/y8ve8GHHFA",FALSE,0,NA,2017-04-08 03:29:14,TRUE,NA,"850551077518704644",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","iCavaliers",0,FALSE,FALSE,NA,NA
"72","Westbrook joins Big O in trip-dub pantheon https://t.co/FHTe5zwFNj #Basketball #Native",FALSE,0,NA,2017-04-08 03:29:11,FALSE,NA,"850551068450668544",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NAOlympicTeam",0,FALSE,FALSE,NA,NA
